CSC101,CSC102,CSC103,CSC104,Year 1,Year 2,Year 3,Year 4
52,79,18,49.67,2.6,3.95,0.9,2.48
28,75,61,54.67,1.4,3.75,3.05,2.73
51,77,90,72.67,2.55,3.85,4.5,3.63
59,90,64,71.00,2.95,4.5,3.2,3.55
80,42,43,55.00,4,2.1,2.15,2.75
41,79,15,45.00,2.05,3.95,0.75,2.25
43,30,98,57.00,2.15,1.5,4.9,2.85
56,64,70,63.33,2.8,3.2,3.5,3.17
21,65,91,59.00,1.05,3.25,4.55,2.95
41,84,23,49.33,2.05,4.2,1.15,2.47
31,85,32,49.33,1.55,4.25,1.6,2.47
48,99,60,69.00,2.4,4.95,3,3.45
37,92,84,71.00,1.85,4.6,4.2,3.55
56,75,54,61.67,2.8,3.75,2.7,3.08
34,56,39,43.00,1.7,2.8,1.95,2.15
37,99,75,70.33,1.85,4.95,3.75,3.52
18,16,31,21.67,0.9,0.8,1.55,1.08
99,50,32,60.33,4.95,2.5,1.6,3.02
57,31,31,39.67,2.85,1.55,1.55,1.98
44,73,67,61.33,2.2,3.65,3.35,3.07
96,37,20,51.00,4.8,1.85,1,2.55
54,34,15,34.33,2.7,1.7,0.75,1.72
77,98,57,77.33,3.85,4.9,2.85,3.87
92,68,26,62.00,4.6,3.4,1.3,3.10
49,89,72,70.00,2.45,4.45,3.6,3.50
39,98,68,68.33,1.95,4.9,3.4,3.42
44,95,74,71.00,2.2,4.75,3.7,3.55
40,49,44,44.33,2,2.45,2.2,2.22
58,19,33,36.67,2.9,0.95,1.65,1.83
56,39,47,47.33,2.8,1.95,2.35,2.37
88,69,48,68.33,4.4,3.45,2.4,3.42
28,36,43,35.67,1.4,1.8,2.15,1.78
78,79,15,57.33,3.9,3.95,0.75,2.87
46,96,17,53.00,2.3,4.8,0.85,2.65
44,20,92,52.00,2.2,1,4.6,2.60
96,28,72,65.33,4.8,1.4,3.6,3.27
80,68,96,81.33,4,3.4,4.8,4.07
17,20,49,28.67,0.85,1,2.45,1.43
60,30,37,42.33,3,1.5,1.85,2.12
76,16,40,44.00,3.8,0.8,2,2.20
97,42,87,75.33,4.85,2.1,4.35,3.77
74,24,45,47.67,3.7,1.2,2.25,2.38
63,73,72,69.33,3.15,3.65,3.6,3.47
93,92,27,70.67,4.65,4.6,1.35,3.53
76,85,90,83.67,3.8,4.25,4.5,4.18
38,76,35,49.67,1.9,3.8,1.75,2.48
39,23,22,28.00,1.95,1.15,1.1,1.40
65,19,19,34.33,3.25,0.95,0.95,1.72
64,92,62,72.67,3.2,4.6,3.1,3.63
21,68,23,37.33,1.05,3.4,1.15,1.87
51,17,62,43.33,2.55,0.85,3.1,2.17
20,86,45,50.33,1,4.3,2.25,2.52
56,56,74,62.00,2.8,2.8,3.7,3.10
77,57,92,75.33,3.85,2.85,4.6,3.77
38,55,27,40.00,1.9,2.75,1.35,2.00
99,99,81,93.00,4.95,4.95,4.05,4.65
80,97,36,71.00,4,4.85,1.8,3.55
66,26,62,51.33,3.3,1.3,3.1,2.57
54,66,33,51.00,2.7,3.3,1.65,2.55
66,42,67,58.33,3.3,2.1,3.35,2.92
34,22,32,29.33,1.7,1.1,1.6,1.47
70,67,44,60.33,3.5,3.35,2.2,3.02
79,87,95,87.00,3.95,4.35,4.75,4.35
54,77,55,62.00,2.7,3.85,2.75,3.10
94,91,81,88.67,4.7,4.55,4.05,4.43
61,21,53,45.00,3.05,1.05,2.65,2.25
82,99,69,83.33,4.1,4.95,3.45,4.17
77,55,60,64.00,3.85,2.75,3,3.20
88,92,63,81.00,4.4,4.6,3.15,4.05
26,92,15,44.33,1.3,4.6,0.75,2.22
41,54,18,37.67,2.05,2.7,0.9,1.88
92,79,39,70.00,4.6,3.95,1.95,3.50
62,71,24,52.33,3.1,3.55,1.2,2.62
65,68,39,57.33,3.25,3.4,1.95,2.87
89,43,46,59.33,4.45,2.15,2.3,2.97
27,53,76,52.00,1.35,2.65,3.8,2.60
96,71,37,68.00,4.8,3.55,1.85,3.40
100,30,89,73.00,5,1.5,4.45,3.65
22,56,68,48.67,1.1,2.8,3.4,2.43
76,76,95,82.33,3.8,3.8,4.75,4.12
31,50,47,42.67,1.55,2.5,2.35,2.13
27,32,26,28.33,1.35,1.6,1.3,1.42
68,93,28,63.00,3.4,4.65,1.4,3.15
40,36,29,35.00,2,1.8,1.45,1.75
50,56,60,55.33,2.5,2.8,3,2.77
27,22,27,25.33,1.35,1.1,1.35,1.27
61,91,59,70.33,3.05,4.55,2.95,3.52
80,41,73,64.67,4,2.05,3.65,3.23
64,56,19,46.33,3.2,2.8,0.95,2.32
35,18,96,49.67,1.75,0.9,4.8,2.48
60,63,33,52.00,3,3.15,1.65,2.60
24,87,22,44.33,1.2,4.35,1.1,2.22
90,71,63,74.67,4.5,3.55,3.15,3.73
16,95,50,53.67,0.8,4.75,2.5,2.68
69,29,91,63.00,3.45,1.45,4.55,3.15
17,59,93,56.33,0.85,2.95,4.65,2.82
82,81,42,68.33,4.1,4.05,2.1,3.42
62,47,23,44.00,3.1,2.35,1.15,2.20
45,40,37,40.67,2.25,2,1.85,2.03
87,47,50,61.33,4.35,2.35,2.5,3.07
15,76,89,60.00,0.75,3.8,4.45,3.00
42,85,96,74.33,2.1,4.25,4.8,3.72
49,27,100,58.67,2.45,1.35,5,2.93
22,66,69,52.33,1.1,3.3,3.45,2.62
28,75,53,52.00,1.4,3.75,2.65,2.60
61,60,79,66.67,3.05,3,3.95,3.33
70,34,24,42.67,3.5,1.7,1.2,2.13
88,70,17,58.33,4.4,3.5,0.85,2.92
79,61,68,69.33,3.95,3.05,3.4,3.47
41,81,26,49.33,2.05,4.05,1.3,2.47
54,25,90,56.33,2.7,1.25,4.5,2.82
74,65,78,72.33,3.7,3.25,3.9,3.62
48,24,68,46.67,2.4,1.2,3.4,2.33
72,63,57,64.00,3.6,3.15,2.85,3.20
55,95,79,76.33,2.75,4.75,3.95,3.82
45,23,46,38.00,2.25,1.15,2.3,1.90
46,83,27,52.00,2.3,4.15,1.35,2.60
23,38,79,46.67,1.15,1.9,3.95,2.33
96,56,55,69.00,4.8,2.8,2.75,3.45
18,79,98,65.00,0.9,3.95,4.9,3.25
44,15,59,39.33,2.2,0.75,2.95,1.97
36,26,58,40.00,1.8,1.3,2.9,2.00
99,59,15,57.67,4.95,2.95,0.75,2.88
95,27,37,53.00,4.75,1.35,1.85,2.65
15,72,92,59.67,0.75,3.6,4.6,2.98
45,17,75,45.67,2.25,0.85,3.75,2.28
76,51,27,51.33,3.8,2.55,1.35,2.57
75,70,20,55.00,3.75,3.5,1,2.75
86,23,96,68.33,4.3,1.15,4.8,3.42
17,41,25,27.67,0.85,2.05,1.25,1.38
24,15,65,34.67,1.2,0.75,3.25,1.73
98,84,84,88.67,4.9,4.2,4.2,4.43
96,69,66,77.00,4.8,3.45,3.3,3.85
72,49,50,57.00,3.6,2.45,2.5,2.85
18,69,60,49.00,0.9,3.45,3,2.45
73,40,55,56.00,3.65,2,2.75,2.80
65,45,56,55.33,3.25,2.25,2.8,2.77
70,92,79,80.33,3.5,4.6,3.95,4.02
53,21,66,46.67,2.65,1.05,3.3,2.33
26,98,73,65.67,1.3,4.9,3.65,3.28
68,29,19,38.67,3.4,1.45,0.95,1.93
65,62,44,57.00,3.25,3.1,2.2,2.85
74,98,64,78.67,3.7,4.9,3.2,3.93
65,15,57,45.67,3.25,0.75,2.85,2.28
79,96,18,64.33,3.95,4.8,0.9,3.22
40,51,48,46.33,2,2.55,2.4,2.32
56,17,17,30.00,2.8,0.85,0.85,1.50
89,25,41,51.67,4.45,1.25,2.05,2.58
43,28,19,30.00,2.15,1.4,0.95,1.50
94,89,83,88.67,4.7,4.45,4.15,4.43
61,24,72,52.33,3.05,1.2,3.6,2.62
63,68,88,73.00,3.15,3.4,4.4,3.65
60,79,32,57.00,3,3.95,1.6,2.85
65,43,38,48.67,3.25,2.15,1.9,2.43
66,96,48,70.00,3.3,4.8,2.4,3.50
62,61,58,60.33,3.1,3.05,2.9,3.02
72,96,81,83.00,3.6,4.8,4.05,4.15
43,66,45,51.33,2.15,3.3,2.25,2.57
86,77,44,69.00,4.3,3.85,2.2,3.45
64,30,91,61.67,3.2,1.5,4.55,3.08
38,80,30,49.33,1.9,4,1.5,2.47
97,76,70,81.00,4.85,3.8,3.5,4.05
96,77,38,70.33,4.8,3.85,1.9,3.52
31,21,22,24.67,1.55,1.05,1.1,1.23
73,25,62,53.33,3.65,1.25,3.1,2.67
25,84,95,68.00,1.25,4.2,4.75,3.40
88,95,95,92.67,4.4,4.75,4.75,4.63
98,69,47,71.33,4.9,3.45,2.35,3.57
74,96,99,89.67,3.7,4.8,4.95,4.48
39,97,72,69.33,1.95,4.85,3.6,3.47
39,100,33,57.33,1.95,5,1.65,2.87
64,48,72,61.33,3.2,2.4,3.6,3.07
23,20,61,34.67,1.15,1,3.05,1.73
40,40,36,38.67,2,2,1.8,1.93
91,50,86,75.67,4.55,2.5,4.3,3.78
86,56,56,66.00,4.3,2.8,2.8,3.30
16,28,75,39.67,0.8,1.4,3.75,1.98
73,91,75,79.67,3.65,4.55,3.75,3.98
31,50,81,54.00,1.55,2.5,4.05,2.70
52,40,17,36.33,2.6,2,0.85,1.82
65,98,71,78.00,3.25,4.9,3.55,3.90
36,15,89,46.67,1.8,0.75,4.45,2.33
79,96,43,72.67,3.95,4.8,2.15,3.63
65,52,100,72.33,3.25,2.6,5,3.62
54,77,59,63.33,2.7,3.85,2.95,3.17
66,55,30,50.33,3.3,2.75,1.5,2.52
36,16,32,28.00,1.8,0.8,1.6,1.40
88,82,85,85.00,4.4,4.1,4.25,4.25
69,36,67,57.33,3.45,1.8,3.35,2.87
83,69,26,59.33,4.15,3.45,1.3,2.97
31,21,96,49.33,1.55,1.05,4.8,2.47
63,32,80,58.33,3.15,1.6,4,2.92
87,17,57,53.67,4.35,0.85,2.85,2.68
35,27,79,47.00,1.75,1.35,3.95,2.35
31,77,42,50.00,1.55,3.85,2.1,2.50
73,49,20,47.33,3.65,2.45,1,2.37
48,95,57,66.67,2.4,4.75,2.85,3.33
60,64,75,66.33,3,3.2,3.75,3.32
71,16,31,39.33,3.55,0.8,1.55,1.97
56,27,60,47.67,2.8,1.35,3,2.38
77,90,17,61.33,3.85,4.5,0.85,3.07
96,56,20,57.33,4.8,2.8,1,2.87
61,59,75,65.00,3.05,2.95,3.75,3.25
19,99,75,64.33,0.95,4.95,3.75,3.22
100,84,97,93.67,5,4.2,4.85,4.68
17,64,26,35.67,0.85,3.2,1.3,1.78
25,83,69,59.00,1.25,4.15,3.45,2.95
47,81,85,71.00,2.35,4.05,4.25,3.55
97,26,43,55.33,4.85,1.3,2.15,2.77
54,96,32,60.67,2.7,4.8,1.6,3.03
31,79,79,63.00,1.55,3.95,3.95,3.15
62,82,90,78.00,3.1,4.1,4.5,3.90
17,35,19,23.67,0.85,1.75,0.95,1.18
23,46,48,39.00,1.15,2.3,2.4,1.95
21,59,56,45.33,1.05,2.95,2.8,2.27
45,86,73,68.00,2.25,4.3,3.65,3.40
69,48,20,45.67,3.45,2.4,1,2.28
31,78,80,63.00,1.55,3.9,4,3.15
41,97,65,67.67,2.05,4.85,3.25,3.38
51,92,96,79.67,2.55,4.6,4.8,3.98
78,86,33,65.67,3.9,4.3,1.65,3.28
86,23,30,46.33,4.3,1.15,1.5,2.32
35,47,24,35.33,1.75,2.35,1.2,1.77
77,39,39,51.67,3.85,1.95,1.95,2.58
38,40,19,32.33,1.9,2,0.95,1.62
58,92,73,74.33,2.9,4.6,3.65,3.72
24,65,43,44.00,1.2,3.25,2.15,2.20
20,40,62,40.67,1,2,3.1,2.03
83,77,60,73.33,4.15,3.85,3,3.67
71,56,94,73.67,3.55,2.8,4.7,3.68
88,21,70,59.67,4.4,1.05,3.5,2.98
47,38,70,51.67,2.35,1.9,3.5,2.58
62,84,80,75.33,3.1,4.2,4,3.77
89,47,15,50.33,4.45,2.35,0.75,2.52
96,39,72,69.00,4.8,1.95,3.6,3.45
87,82,57,75.33,4.35,4.1,2.85,3.77
18,24,63,35.00,0.9,1.2,3.15,1.75
22,39,96,52.33,1.1,1.95,4.8,2.62
72,87,16,58.33,3.6,4.35,0.8,2.92
40,72,67,59.67,2,3.6,3.35,2.98
60,17,29,35.33,3,0.85,1.45,1.77
60,78,19,52.33,3,3.9,0.95,2.62
38,46,80,54.67,1.9,2.3,4,2.73
71,95,40,68.67,3.55,4.75,2,3.43
68,41,52,53.67,3.4,2.05,2.6,2.68
19,97,33,49.67,0.95,4.85,1.65,2.48
42,89,55,62.00,2.1,4.45,2.75,3.10
39,38,26,34.33,1.95,1.9,1.3,1.72
42,23,98,54.33,2.1,1.15,4.9,2.72
18,38,32,29.33,0.9,1.9,1.6,1.47
59,74,28,53.67,2.95,3.7,1.4,2.68
62,71,27,53.33,3.1,3.55,1.35,2.67
30,34,94,52.67,1.5,1.7,4.7,2.63
20,94,46,53.33,1,4.7,2.3,2.67
62,60,91,71.00,3.1,3,4.55,3.55
66,74,27,55.67,3.3,3.7,1.35,2.78
39,22,38,33.00,1.95,1.1,1.9,1.65
57,68,40,55.00,2.85,3.4,2,2.75
97,16,96,69.67,4.85,0.8,4.8,3.48
61,83,34,59.33,3.05,4.15,1.7,2.97
36,25,60,40.33,1.8,1.25,3,2.02
61,87,78,75.33,3.05,4.35,3.9,3.77
82,64,29,58.33,4.1,3.2,1.45,2.92
34,65,72,57.00,1.7,3.25,3.6,2.85
57,52,67,58.67,2.85,2.6,3.35,2.93
59,30,99,62.67,2.95,1.5,4.95,3.13
96,29,52,59.00,4.8,1.45,2.6,2.95
48,79,62,63.00,2.4,3.95,3.1,3.15
52,86,32,56.67,2.6,4.3,1.6,2.83
67,34,30,43.67,3.35,1.7,1.5,2.18
91,48,98,79.00,4.55,2.4,4.9,3.95
61,44,74,59.67,3.05,2.2,3.7,2.98
48,72,82,67.33,2.4,3.6,4.1,3.37
22,81,100,67.67,1.1,4.05,5,3.38
87,23,50,53.33,4.35,1.15,2.5,2.67
23,38,94,51.67,1.15,1.9,4.7,2.58
89,69,51,69.67,4.45,3.45,2.55,3.48
52,27,65,48.00,2.6,1.35,3.25,2.40
43,38,32,37.67,2.15,1.9,1.6,1.88
79,62,66,69.00,3.95,3.1,3.3,3.45
90,57,37,61.33,4.5,2.85,1.85,3.07
91,22,96,69.67,4.55,1.1,4.8,3.48
47,74,83,68.00,2.35,3.7,4.15,3.40
81,95,90,88.67,4.05,4.75,4.5,4.43
16,54,15,28.33,0.8,2.7,0.75,1.42
36,75,18,43.00,1.8,3.75,0.9,2.15
24,47,47,39.33,1.2,2.35,2.35,1.97
34,29,71,44.67,1.7,1.45,3.55,2.23
74,59,73,68.67,3.7,2.95,3.65,3.43
90,98,56,81.33,4.5,4.9,2.8,4.07
29,43,64,45.33,1.45,2.15,3.2,2.27
62,99,55,72.00,3.1,4.95,2.75,3.60
99,16,60,58.33,4.95,0.8,3,2.92
45,45,44,44.67,2.25,2.25,2.2,2.23
57,52,99,69.33,2.85,2.6,4.95,3.47
21,39,98,52.67,1.05,1.95,4.9,2.63
47,50,16,37.67,2.35,2.5,0.8,1.88
48,62,57,55.67,2.4,3.1,2.85,2.78
44,39,56,46.33,2.2,1.95,2.8,2.32
52,92,74,72.67,2.6,4.6,3.7,3.63
47,32,46,41.67,2.35,1.6,2.3,2.08
97,33,69,66.33,4.85,1.65,3.45,3.32
71,39,52,54.00,3.55,1.95,2.6,2.70
71,33,91,65.00,3.55,1.65,4.55,3.25
28,25,59,37.33,1.4,1.25,2.95,1.87
39,22,19,26.67,1.95,1.1,0.95,1.33
23,68,27,39.33,1.15,3.4,1.35,1.97
97,57,76,76.67,4.85,2.85,3.8,3.83
74,24,61,53.00,3.7,1.2,3.05,2.65
67,65,43,58.33,3.35,3.25,2.15,2.92
80,53,86,73.00,4,2.65,4.3,3.65
46,44,17,35.67,2.3,2.2,0.85,1.78
58,79,71,69.33,2.9,3.95,3.55,3.47
28,41,51,40.00,1.4,2.05,2.55,2.00
57,61,45,54.33,2.85,3.05,2.25,2.72
34,64,54,50.67,1.7,3.2,2.7,2.53
31,23,86,46.67,1.55,1.15,4.3,2.33
44,48,79,57.00,2.2,2.4,3.95,2.85
81,36,41,52.67,4.05,1.8,2.05,2.63
72,89,32,64.33,3.6,4.45,1.6,3.22
22,90,55,55.67,1.1,4.5,2.75,2.78
60,27,49,45.33,3,1.35,2.45,2.27
58,18,73,49.67,2.9,0.9,3.65,2.48
71,40,57,56.00,3.55,2,2.85,2.80
86,15,33,44.67,4.3,0.75,1.65,2.23
66,80,75,73.67,3.3,4,3.75,3.68
36,25,90,50.33,1.8,1.25,4.5,2.52
36,23,38,32.33,1.8,1.15,1.9,1.62
31,62,91,61.33,1.55,3.1,4.55,3.07
44,54,20,39.33,2.2,2.7,1,1.97
97,35,26,52.67,4.85,1.75,1.3,2.63
75,86,23,61.33,3.75,4.3,1.15,3.07
56,77,94,75.67,2.8,3.85,4.7,3.78
32,66,100,66.00,1.6,3.3,5,3.30
27,96,35,52.67,1.35,4.8,1.75,2.63
66,87,71,74.67,3.3,4.35,3.55,3.73
86,53,83,74.00,4.3,2.65,4.15,3.70
70,88,54,70.67,3.5,4.4,2.7,3.53
24,99,36,53.00,1.2,4.95,1.8,2.65
78,39,96,71.00,3.9,1.95,4.8,3.55
16,36,64,38.67,0.8,1.8,3.2,1.93
18,43,69,43.33,0.9,2.15,3.45,2.17
36,98,89,74.33,1.8,4.9,4.45,3.72
47,94,73,71.33,2.35,4.7,3.65,3.57
91,84,18,64.33,4.55,4.2,0.9,3.22
39,26,55,40.00,1.95,1.3,2.75,2.00
47,30,17,31.33,2.35,1.5,0.85,1.57
66,62,42,56.67,3.3,3.1,2.1,2.83
71,22,39,44.00,3.55,1.1,1.95,2.20
65,98,47,70.00,3.25,4.9,2.35,3.50
99,88,60,82.33,4.95,4.4,3,4.12
99,84,53,78.67,4.95,4.2,2.65,3.93
66,76,36,59.33,3.3,3.8,1.8,2.97
80,68,24,57.33,4,3.4,1.2,2.87
31,19,86,45.33,1.55,0.95,4.3,2.27
25,63,50,46.00,1.25,3.15,2.5,2.30
55,95,86,78.67,2.75,4.75,4.3,3.93
26,74,22,40.67,1.3,3.7,1.1,2.03
39,17,97,51.00,1.95,0.85,4.85,2.55
83,54,15,50.67,4.15,2.7,0.75,2.53
81,24,88,64.33,4.05,1.2,4.4,3.22
91,91,21,67.67,4.55,4.55,1.05,3.38
81,51,82,71.33,4.05,2.55,4.1,3.57
75,37,77,63.00,3.75,1.85,3.85,3.15
56,84,48,62.67,2.8,4.2,2.4,3.13
64,81,81,75.33,3.2,4.05,4.05,3.77
72,64,95,77.00,3.6,3.2,4.75,3.85
61,29,90,60.00,3.05,1.45,4.5,3.00
52,27,99,59.33,2.6,1.35,4.95,2.97
81,57,62,66.67,4.05,2.85,3.1,3.33
70,24,91,61.67,3.5,1.2,4.55,3.08
66,81,64,70.33,3.3,4.05,3.2,3.52
23,93,61,59.00,1.15,4.65,3.05,2.95
99,84,89,90.67,4.95,4.2,4.45,4.53
52,86,29,55.67,2.6,4.3,1.45,2.78
39,36,48,41.00,1.95,1.8,2.4,2.05
34,87,90,70.33,1.7,4.35,4.5,3.52
51,92,43,62.00,2.55,4.6,2.15,3.10
46,100,97,81.00,2.3,5,4.85,4.05
24,16,39,26.33,1.2,0.8,1.95,1.32
72,20,32,41.33,3.6,1,1.6,2.07
55,15,30,33.33,2.75,0.75,1.5,1.67
46,99,64,69.67,2.3,4.95,3.2,3.48
91,84,42,72.33,4.55,4.2,2.1,3.62
75,97,31,67.67,3.75,4.85,1.55,3.38
97,26,94,72.33,4.85,1.3,4.7,3.62
73,50,45,56.00,3.65,2.5,2.25,2.80
15,58,49,40.67,0.75,2.9,2.45,2.03
17,97,85,66.33,0.85,4.85,4.25,3.32
68,95,33,65.33,3.4,4.75,1.65,3.27
21,61,57,46.33,1.05,3.05,2.85,2.32
44,61,32,45.67,2.2,3.05,1.6,2.28
52,95,99,82.00,2.6,4.75,4.95,4.10
86,26,70,60.67,4.3,1.3,3.5,3.03
60,50,27,45.67,3,2.5,1.35,2.28
17,65,23,35.00,0.85,3.25,1.15,1.75
47,21,24,30.67,2.35,1.05,1.2,1.53
39,100,69,69.33,1.95,5,3.45,3.47
62,23,48,44.33,3.1,1.15,2.4,2.22
86,30,67,61.00,4.3,1.5,3.35,3.05
42,83,95,73.33,2.1,4.15,4.75,3.67
84,36,20,46.67,4.2,1.8,1,2.33
94,20,51,55.00,4.7,1,2.55,2.75
64,24,22,36.67,3.2,1.2,1.1,1.83
98,16,31,48.33,4.9,0.8,1.55,2.42
20,88,56,54.67,1,4.4,2.8,2.73
43,35,46,41.33,2.15,1.75,2.3,2.07
51,76,18,48.33,2.55,3.8,0.9,2.42
54,73,25,50.67,2.7,3.65,1.25,2.53
45,75,17,45.67,2.25,3.75,0.85,2.28
59,77,93,76.33,2.95,3.85,4.65,3.82
26,17,80,41.00,1.3,0.85,4,2.05
78,75,62,71.67,3.9,3.75,3.1,3.58
83,66,81,76.67,4.15,3.3,4.05,3.83
52,65,48,55.00,2.6,3.25,2.4,2.75
64,17,32,37.67,3.2,0.85,1.6,1.88
22,41,88,50.33,1.1,2.05,4.4,2.52
37,27,90,51.33,1.85,1.35,4.5,2.57
61,53,84,66.00,3.05,2.65,4.2,3.30
49,71,68,62.67,2.45,3.55,3.4,3.13
48,53,31,44.00,2.4,2.65,1.55,2.20
93,77,99,89.67,4.65,3.85,4.95,4.48
17,18,60,31.67,0.85,0.9,3,1.58
21,50,94,55.00,1.05,2.5,4.7,2.75
69,37,27,44.33,3.45,1.85,1.35,2.22
79,44,83,68.67,3.95,2.2,4.15,3.43
52,22,63,45.67,2.6,1.1,3.15,2.28
23,78,22,41.00,1.15,3.9,1.1,2.05
78,67,95,80.00,3.9,3.35,4.75,4.00
24,83,80,62.33,1.2,4.15,4,3.12
59,84,79,74.00,2.95,4.2,3.95,3.70
69,84,100,84.33,3.45,4.2,5,4.22
18,75,93,62.00,0.9,3.75,4.65,3.10
75,62,16,51.00,3.75,3.1,0.8,2.55
23,95,65,61.00,1.15,4.75,3.25,3.05
51,55,18,41.33,2.55,2.75,0.9,2.07
64,79,68,70.33,3.2,3.95,3.4,3.52
19,61,60,46.67,0.95,3.05,3,2.33
30,43,49,40.67,1.5,2.15,2.45,2.03
45,37,33,38.33,2.25,1.85,1.65,1.92
15,64,45,41.33,0.75,3.2,2.25,2.07
90,35,18,47.67,4.5,1.75,0.9,2.38
61,34,19,38.00,3.05,1.7,0.95,1.90
50,88,30,56.00,2.5,4.4,1.5,2.80
30,34,78,47.33,1.5,1.7,3.9,2.37
31,45,91,55.67,1.55,2.25,4.55,2.78
56,42,90,62.67,2.8,2.1,4.5,3.13
69,48,60,59.00,3.45,2.4,3,2.95
33,74,23,43.33,1.65,3.7,1.15,2.17
19,71,69,53.00,0.95,3.55,3.45,2.65
93,15,30,46.00,4.65,0.75,1.5,2.30
20,34,39,31.00,1,1.7,1.95,1.55
72,39,34,48.33,3.6,1.95,1.7,2.42
56,48,50,51.33,2.8,2.4,2.5,2.57
32,52,89,57.67,1.6,2.6,4.45,2.88
44,22,55,40.33,2.2,1.1,2.75,2.02
28,54,51,44.33,1.4,2.7,2.55,2.22
39,29,95,54.33,1.95,1.45,4.75,2.72
86,49,71,68.67,4.3,2.45,3.55,3.43
91,85,68,81.33,4.55,4.25,3.4,4.07
42,57,41,46.67,2.1,2.85,2.05,2.33
27,53,69,49.67,1.35,2.65,3.45,2.48
42,29,53,41.33,2.1,1.45,2.65,2.07
77,58,51,62.00,3.85,2.9,2.55,3.10
80,45,85,70.00,4,2.25,4.25,3.50
34,100,55,63.00,1.7,5,2.75,3.15
96,46,90,77.33,4.8,2.3,4.5,3.87
95,90,84,89.67,4.75,4.5,4.2,4.48
47,16,99,54.00,2.35,0.8,4.95,2.70
32,28,15,25.00,1.6,1.4,0.75,1.25
96,36,95,75.67,4.8,1.8,4.75,3.78
68,72,40,60.00,3.4,3.6,2,3.00
21,96,34,50.33,1.05,4.8,1.7,2.52
34,17,59,36.67,1.7,0.85,2.95,1.83
19,54,96,56.33,0.95,2.7,4.8,2.82
71,18,78,55.67,3.55,0.9,3.9,2.78
99,93,98,96.67,4.95,4.65,4.9,4.83
19,86,98,67.67,0.95,4.3,4.9,3.38
41,28,37,35.33,2.05,1.4,1.85,1.77
42,73,53,56.00,2.1,3.65,2.65,2.80
28,53,52,44.33,1.4,2.65,2.6,2.22
51,75,45,57.00,2.55,3.75,2.25,2.85
85,36,89,70.00,4.25,1.8,4.45,3.50
72,82,51,68.33,3.6,4.1,2.55,3.42
79,42,38,53.00,3.95,2.1,1.9,2.65
58,71,66,65.00,2.9,3.55,3.3,3.25
56,34,87,59.00,2.8,1.7,4.35,2.95
70,61,82,71.00,3.5,3.05,4.1,3.55
18,35,63,38.67,0.9,1.75,3.15,1.93
82,52,90,74.67,4.1,2.6,4.5,3.73
55,62,29,48.67,2.75,3.1,1.45,2.43
66,86,16,56.00,3.3,4.3,0.8,2.80
15,50,69,44.67,0.75,2.5,3.45,2.23
60,70,39,56.33,3,3.5,1.95,2.82
93,73,41,69.00,4.65,3.65,2.05,3.45
35,45,43,41.00,1.75,2.25,2.15,2.05
41,31,60,44.00,2.05,1.55,3,2.20
18,83,48,49.67,0.9,4.15,2.4,2.48
80,37,63,60.00,4,1.85,3.15,3.00
18,63,79,53.33,0.9,3.15,3.95,2.67
35,91,63,63.00,1.75,4.55,3.15,3.15
43,95,33,57.00,2.15,4.75,1.65,2.85
63,63,96,74.00,3.15,3.15,4.8,3.70
54,60,64,59.33,2.7,3,3.2,2.97
67,16,70,51.00,3.35,0.8,3.5,2.55
66,16,16,32.67,3.3,0.8,0.8,1.63
59,82,41,60.67,2.95,4.1,2.05,3.03
63,25,70,52.67,3.15,1.25,3.5,2.63
40,30,96,55.33,2,1.5,4.8,2.77
55,42,29,42.00,2.75,2.1,1.45,2.10
82,55,34,57.00,4.1,2.75,1.7,2.85
16,91,44,50.33,0.8,4.55,2.2,2.52
75,95,79,83.00,3.75,4.75,3.95,4.15
22,38,35,31.67,1.1,1.9,1.75,1.58
78,96,86,86.67,3.9,4.8,4.3,4.33
94,98,25,72.33,4.7,4.9,1.25,3.62
83,62,80,75.00,4.15,3.1,4,3.75
33,48,22,34.33,1.65,2.4,1.1,1.72
86,89,15,63.33,4.3,4.45,0.75,3.17
61,60,35,52.00,3.05,3,1.75,2.60
98,83,82,87.67,4.9,4.15,4.1,4.38
97,76,35,69.33,4.85,3.8,1.75,3.47
71,92,46,69.67,3.55,4.6,2.3,3.48
37,31,22,30.00,1.85,1.55,1.1,1.50
31,23,19,24.33,1.55,1.15,0.95,1.22
49,99,79,75.67,2.45,4.95,3.95,3.78
80,39,49,56.00,4,1.95,2.45,2.80
87,24,97,69.33,4.35,1.2,4.85,3.47
39,71,28,46.00,1.95,3.55,1.4,2.30
42,22,53,39.00,2.1,1.1,2.65,1.95
32,48,41,40.33,1.6,2.4,2.05,2.02
100,33,97,76.67,5,1.65,4.85,3.83
67,46,53,55.33,3.35,2.3,2.65,2.77
60,28,17,35.00,3,1.4,0.85,1.75
54,84,38,58.67,2.7,4.2,1.9,2.93
100,96,32,76.00,5,4.8,1.6,3.80
98,30,51,59.67,4.9,1.5,2.55,2.98
91,59,48,66.00,4.55,2.95,2.4,3.30
18,59,64,47.00,0.9,2.95,3.2,2.35
86,35,59,60.00,4.3,1.75,2.95,3.00
56,65,35,52.00,2.8,3.25,1.75,2.60
24,34,59,39.00,1.2,1.7,2.95,1.95
21,74,98,64.33,1.05,3.7,4.9,3.22
43,99,32,58.00,2.15,4.95,1.6,2.90
